Anime-PlanetID,Name,Alternative Name,Rating Score,Number Votes,Tags,Content Warning,Type,Episodes,Finished,Duration,StartYear,EndYear,Season,Studios,Synopsis,Url,picture_url,image_file
5392,Straight Title Robot Anime,Chokkyuu Hyoudai Robot Anime: Straight Title,1.823,140,"Comedy, Mecha, Sci Fi, CG Animation, Original Work",Unknown,TV,12,True,13,2013,2013,Winter 2013,Yaoyorozu,"Mobile Century 8013... More than seven millennia after the fall of the human race, the many military robots remaining on Earth still spend each day engaged in an endless war. As the battle for dominance rages between the Rebellion Federation that controls Europe and the Principality of Sin centered in Asia, three young robots stand up to put an end to the meaningless war.",https://www.anime-planet.com/anime/straight-title-robot-anime,https://cdn.anime-planet.com/anime/primary/straight-title-robot-anime-1.jpg,5392.jpg
5395,Line Offline Salaryman,Unknown,2.377,121,"Comedy, Animal Protagonists, Anthropomorphic, Coworkers, Non-Human Protagonists, Salaryman, Short Episodes, Work Life",Unknown,TV,114,True,5,2013,2013,Winter 2013,Shogakukan Music & Digital Entertainment,"The daily difficulties of Moon, a salaryman that works at the product design department of Line Corporation.",https://www.anime-planet.com/anime/line-offline-salaryman,https://cdn.anime-planet.com/anime/primary/line-offline-salaryman-1.jpg,5395.jpg
5396,Peeping Life: World History,Unknown,2.047,52,"Slice of Life, Anime Bancho, Short Episodes",Unknown,Web,40,True,5,2012,2013,Unknown,CoMix Wave Films,"Throughout the world and throughout history, ordinary people live ordinary lives, discussing a variety of topics along the way. There are plenty of conversations to be had, such as builders in ancient Japan debating the size of a giant Buddha statue, cleaning ladies in present day gossiping about the job, two co-workers going on a date for the first time and other musings.",https://www.anime-planet.com/anime/peeping-life-world-history,https://cdn.anime-planet.com/anime/primary/peeping-life-world-history-1.jpg,5396.jpg
5397,Joseito,Unknown,1.675,58,"Drama, Slice of Life, School Life",Unknown,OVA,1,True,25,2006,2006,Unknown,Toei Animation,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/joseito,https://cdn.anime-planet.com/anime/primary/joseito-1.jpg,5397.jpg
5399,Pokemon: Meloetta's Moonlight Serenade,Pokemon: Meloetta no Kirakira Recital,2.881,879,"Fantasy, Shounen, Family Friendly, Monsters, Based on a Video Game",Unknown,Movie,1,True,20,2012,2012,Unknown,OLM,"Meloetta no Kirakira Recital featured only Pokemon creatures, and revolved around the extremely rare telekinetic Pokemon Meloetta. The film also co-star Pikachu, Oshawott, Axew, Totodile, Chikorita, Torchic, and Piplup, among other popular Pokemon creatures.",https://www.anime-planet.com/anime/pokemon-meloettas-moonlight-serenade,https://cdn.anime-planet.com/anime/primary/pokemon-meloettas-moonlight-serenade-1.jpg,5399.jpg
5400,"Boku no Imouto wa ""Oosaka Okan"": Haishin Gentei Oosaka Okan.",Unknown,2.193,322,"Comedy, Siblings, Flash Animation, Original Work",Unknown,Web,1,True,5,2012,2012,Fall 2012,Charaction,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/boku-no-imouto-wa-oosaka-okan-haishin-gentei-oosaka-okan,https://cdn.anime-planet.com/anime/primary/boku-no-imouto-wa-oosaka-okan-haishin-gentei-oosaka-okan-1.jpg,5400.jpg
5401,One Piece: Episode of Luffy - Hand Island no Bouken,One Piece: Episode of Luffy,4.152,3144,"Action, Adventure, Fantasy, Shounen, Island, Pirates, Superpowers, Based on a Manga",Unknown,TV,1,True,103,2012,2012,Unknown,Toei Animation,"When Luffy and the crew were attacked by several marine warships they are forced to use Coup de Burst to escape. Crash landing on an island, the crew decide to explore while repairs occur. Upon meeting an wax artisan and learning the truth behind the island, Luffy offers his help.",https://www.anime-planet.com/anime/one-piece-episode-of-luffy-hand-island-no-bouken,https://cdn.anime-planet.com/anime/primary/one-piece-episode-of-luffy-hand-island-no-bouken-1.jpg,5401.jpg
5404,Lupin VIII: Arsene and Cie,Lupin Hassei,2.366,161,"Action, Criminals, Thieves",Unknown,OVA,1,True,22,2012,2012,Unknown,TMS Entertainment,"5 generations after Lupin the 3rd, Lupin the 8th plies his trade in an airship that flies above a futuristic Paris.",https://www.anime-planet.com/anime/lupin-viii-arsene-and-cie,https://cdn.anime-planet.com/anime/primary/lupin-viii-arsene-and-cie-1.jpg,5404.jpg
5407,Eureka Seven Ao: Aratanari Fukaki Ao,Unknown,2.498,266,"Comedy, Chibi, Short Episodes",Unknown,Web,10,True,1,2012,2012,Unknown,Bones,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/eureka-seven-ao-aratanari-fukaki-ao,https://cdn.anime-planet.com/anime/primary/eureka-seven-ao-aratanari-fukaki-ao-1.jpg,5407.jpg
5416,Cowboy Bebop: Ein's Summer Vacation,Cowboy Bebop: Ein no Natsuyasumi,2.724,1404,"Slice of Life, Picture Drama",Unknown,DVD,1,True,1,2012,2012,Unknown,Sunrise,"Ein enjoys a relaxing summer vacation, from snorkeling to playing with markers and even surfing a giant wave.",https://www.anime-planet.com/anime/cowboy-bebop-eins-summer-vacation,https://cdn.anime-planet.com/anime/primary/cowboy-bebop-eins-summer-vacation-1.jpg,5416.jpg
5417,Peeping Life Specials,Unknown,1.372,46,"Comedy, Dancing, Work Life",Unknown,DVD,2,True,5,2009,2009,Unknown,CoMix Wave Films,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/peeping-life-specials,https://cdn.anime-planet.com/anime/primary/peeping-life-specials-1.jpg,5417.jpg
5423,Lunn wa Kaze no Naka,Unknown,2.684,99,"Drama, Romance, Shounen, Coming of Age, Shorts, Based on a Manga",Unknown,OVA,1,True,25,1985,1985,Unknown,Tezuka Productions,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/lunn-wa-kaze-no-naka,https://cdn.anime-planet.com/anime/primary/lunn-wa-kaze-no-naka-1.jpg,5423.jpg
5425,IGPX: Immortal Grand Prix (2003),Unknown,3.128,201,"Action, Mecha, Short Episodes",Unknown,TV,5,True,5,2003,2003,Summer 2003,BEE TRAIN,"Welcome to the IG-1 Grand Prix, where teams of three fight it out in giant robots for the chance to be declared the greatest IG team ever. Up-and-coming Team Suzuku hopes to achieve this goal, so when a freak accident occurs, forcing rival Team Velshtein to withdraw, the group finally gets its chance to shine. But with the fierce Team Sledge Mamma as their first opponent, will these strapped-for-funds rookies have what it takes to play with the big boys, or is it all just a pipe dream?",https://www.anime-planet.com/anime/igpx-immortal-grand-prix-2003,https://cdn.anime-planet.com/anime/primary/igpx-immortal-grand-prix-2003-1.jpg,5425.jpg
5426,Fumoon,Unknown,2.903,55,"Sci Fi, Environmental, Political, War",Unknown,TV,1,True,92,1980,1980,Unknown,Tezuka Productions,"An astronomer discovers a black cloud approaching the earth threatening to wipe out all life, but no one will believe him, because all world governments are too busy waging war. Meanwhile, the boy detective Kenichi, the young Rock Holmes, Shunsaku Ban (Mustachio) and others discover the Fumoon, a race of tiny, telikinetic humanoids who evolved in Australia, and have their own plans for dealing with the impending apocalypse.",https://www.anime-planet.com/anime/fumoon,https://cdn.anime-planet.com/anime/primary/fumoon-1.jpg,5426.jpg
5429,Shiawasette Naani,Unknown,2.035,95,"Happy Science, Religion, Shorts",Unknown,OVA,1,True,15,1991,1991,Unknown,Kyoto Animation,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/shiawasette-naani,https://cdn.anime-planet.com/anime/primary/shiawasette-naani-1.jpg,5429.jpg
5431,Kuroko's Basketball: Tip Off,Kuroko no Basket: Tip Off,4.263,4755,"Shounen, Sports, Basketball, School Club, Based on a Manga",Unknown,DVD,1,True,25,2013,2013,Unknown,Production I.G,A young Kise tries to understand why some one like Kuroko has been made his mentor.,https://www.anime-planet.com/anime/kurokos-basketball-tip-off,https://cdn.anime-planet.com/anime/primary/kurokos-basketball-tip-off-1.jpg,5431.jpg
5433,Miyakawa-ke no Kuufuku,The Miyakawa Family's Hunger,2.955,1057,"Comedy, Shounen, Slice of Life, Chibi, Food and Beverage, School Life, Short Episodes, Siblings, Based on a 4-Koma Manga, Based on a Manga",Unknown,Web,10,True,5,2013,2013,Spring 2013,"Encourage Films, Ordet","The daily hardships of Hikage Miyakawa, a young girl who lives with her sister Hinata. Due to Hinata's otaku impulsiveness to constantly buy merchandise, the two girls struggle everyday to have something decent to eat.",https://www.anime-planet.com/anime/miyakawa-ke-no-kuufuku,https://cdn.anime-planet.com/anime/primary/miyakawa-ke-no-kuufuku-1.jpg,5433.jpg
544,Ajimu: Kaigan Monogatari,Unknown,2.885,935,"Drama, Romance, Music, Original Work",Unknown,Web,4,True,28,2001,2002,Summer 2001,"Actas, A-Line","Hirosuke is a normal young man who, by accident, meets the most beautiful girl he has ever seen: Ajimu. Although the circumstances of their meeting are awkward and misunderstood, love begins to flourish and all is well; that is, until Hirosuke realizes that there might be more to Ajimu's past that she isn't ready to deal with yet...",https://www.anime-planet.com/anime/ajimu-kaigan-monogatari,https://cdn.anime-planet.com/anime/primary/ajimu-kaigan-monogatari-1.jpg,544.jpg
5440,Date a Live: Date to Date,Unknown,3.893,5917,"Harem, Romance, Sci Fi, Based on a Light Novel",Unknown,OVA,1,True,24,2013,2013,Unknown,AIC PLUS+,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/date-a-live-date-to-date,https://cdn.anime-planet.com/anime/primary/date-a-live-date-to-date-1.jpg,5440.jpg
5442,Toriko Movie: Secret Recipe of Gourmet God!,Toriko Movie: Bishokushin no Special Menu,3.635,431,"Action, Adventure, Comedy, Fantasy, Shounen, Food and Beverage, Superpowers, Based on a Manga",Unknown,Movie,1,True,81,2013,2013,Unknown,Toei Animation,"In a world where the most delicious ingredients come from dangerous lands and deadly beasts, only the strongest and bravest can be true gourmands. Toriko is a Gourmet Hunter, a mighty warrior with Gourmet Cells. These can be implanted into humans, and those who successfully intergrate them see rapid enhancement of their particular traits, alowing them to gain superhuman abilities. Together with his chef partner Komatsu, he seeks out the world's most delicious foods! Their latest mission is to investigate a mysterious biotope said to house a special recipe left there by the world's most legendary hunter, Acacia. But a mysterious and deadly hunter named Girim interrupts, declaring that he will find Acacia's legacy and keep it for himself! When his power proves too overwhelming even for Toriko, allies and enemies alike must work together, to stop Girim before it's too late!",https://www.anime-planet.com/anime/toriko-movie-secret-recipe-of-gourmet-god,https://cdn.anime-planet.com/anime/primary/toriko-movie-secret-recipe-of-gourmet-god-1.jpg,5442.jpg
5443,Glass no Kamen desu ga,Unknown,1.597,47,"Comedy, Acting, Gag, Parody, Short Episodes, Showbiz, Work Life",Unknown,TV,17,True,4,2013,2013,Spring 2013,DLE,"The anime re-imagines the story with the characters Maya Kitajima and her rival Ayumi Himekawa being ""yankee"" (delinquent) girls who both aspire to be the leader of the ""Crimson Goddess"" gang.",https://www.anime-planet.com/anime/glass-no-kamen-desu-ga,https://cdn.anime-planet.com/anime/primary/glass-no-kamen-desu-ga-1.jpg,5443.jpg
5444,Mobile Suit Gundam: The 08th MS Team - A Battle With The Third Dimension,Gundam: The 08th MS Team - A Battle With The Third Dimension,3.757,477,"Action, Mecha, Real Robot, Shorts",Violence,OVA,1,True,9,2013,2013,Unknown,Sunrise,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/mobile-suit-gundam-the-08th-ms-team-a-battle-with-the-third-dimension,https://cdn.anime-planet.com/anime/primary/mobile-suit-gundam-the-08th-ms-team-a-battle-with-the-third-dimension-1.jpg,5444.jpg
5450,Hello Kitty no Oyayubi-hime,Hello Kitty In Thumbelina,2.194,47,"Fantasy, Animal Protagonists, Anthropomorphic, Cats, Non-Human Protagonists, Sanrio Characters, Based on a Fairy Tale",Unknown,Movie,1,True,40,1990,1990,Unknown,Sanrio,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/hello-kitty-no-oyayubi-hime,https://cdn.anime-planet.com/anime/primary/hello-kitty-no-oyayubi-hime-1.jpg,5450.jpg
5455,Planetarium: Space Brothers - One Point of Light,Planetarium: Uchuu Kyoudai - Itten no Hikari,3.362,171,"Drama, Seinen, Slice of Life, Childhood Promise, Based on a Manga",Unknown,Movie,1,True,39,2012,2012,Unknown,Digital Media Lab,"The anime's original story features Mutta and Hibito during one summer when they were children. During the summer when Mutta and Hibito made their promise to go to space, they met a young girl who also had a wish.",https://www.anime-planet.com/anime/planetarium-space-brothers-one-point-of-light,https://cdn.anime-planet.com/anime/primary/planetarium-space-brothers-one-point-of-light-1.jpg,5455.jpg
5458,Hidamari Sketch: Sae & Hiro's Graduation Arc,Hidamari Sketch: Sae Hiro Sotsugyou-hen,4.244,384,"Seinen, Slice of Life, Art, Art School, Boarding House, Neighbors, School Life, Based on a 4-Koma Manga, Based on a Manga",Unknown,OVA,2,True,24,2013,2013,Unknown,SHAFT,Sae and Hiro graduate from Yamabuki Art High School and say goodbye to the Hidamari apartments.,https://www.anime-planet.com/anime/hidamari-sketch-sae-and-hiros-graduation-arc,https://cdn.anime-planet.com/anime/primary/hidamari-sketch-sae-and-hiros-graduation-arc-1.jpg,5458.jpg
5459,Haitai Nanafa 2,Unknown,2.85,151,"Comedy, Slice of Life, Family Friendly, Short Episodes, Original Work",Unknown,TV,13,True,2,2013,2013,Spring 2013,Passione,Second season of Haitai Nanafa .,https://www.anime-planet.com/anime/haitai-nanafa-2,https://cdn.anime-planet.com/anime/primary/haitai-nanafa-2-1.jpg,5459.jpg
5461,Kuroko's Basketball: Oshaberi Shiyokka,Kuroko no Basket: Oshaberi Shiyokka,3.825,2808,"Comedy, Shounen, Slice of Life, Sports, Basketball, Recap, Based on a Manga",Unknown,OVA,1,True,10,2012,2012,Unknown,Production I.G,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/kurokos-basketball-oshaberi-shiyokka,https://cdn.anime-planet.com/anime/primary/kurokos-basketball-oshaberi-shiyokka-1.jpg,5461.jpg
5463,Ark IX,Unknown,1.878,338,"Action, Post-apocalyptic, Based on a Light Novel",Unknown,OVA,1,True,11,2013,2013,Unknown,Hoods Entertainment,"The series is set 150 years after humanity lost half of the planet due to a mysterious ""black fog."" To contain the ""black fog,"" 3,000-meter-tall (about 10,000-feet-tall) walls were erected to split the world, and the half of the human population that survived now live in cities called ""arks",https://www.anime-planet.com/anime/ark-ix,https://cdn.anime-planet.com/anime/primary/ark-ix-1.jpg,5463.jpg
5464,Dokidoki! Pretty Cure Movie: Mana Kekkon!!? Mirai ni Tsunagu Kibou no Dress,Unknown,3.305,246,"Magical Girl, Henshin Heroes, Magic",Unknown,Movie,1,True,71,2013,2013,Unknown,Toei Animation,"One day, Mana Aida receives a wedding dress from her mother and grandmother that they had worn in the past. While thinking about who she would wear this beside someday, a mysterious man named Marsh appears, and Mana is thrown back into the past. She was happy to see her grandmother she loved and her old dog Mallow, but she then realizes that Arisu and Rikka aren't there because memories have been altered. In order to save precious memories, the future, dreams and hope, Mana transforms into Cure Heart.",https://www.anime-planet.com/anime/dokidoki-pretty-cure-movie-mana-kekkon-mirai-ni-tsunagu-kibou-no-dress,https://cdn.anime-planet.com/anime/primary/dokidoki-pretty-cure-movie-mana-kekkon-mirai-ni-tsunagu-kibou-no-dress-1.jpg,5464.jpg
5465,"Say ""I love you."" - Mei and Marshmallow",Sukitte Ii na yo.: Mei and Marshmallow,2.774,1751,"Comedy, Chibi, CG Animation",Unknown,DVD,10,True,1,2012,2013,Unknown,Zexcs,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/say-i-love-you-mei-and-marshmallow,https://cdn.anime-planet.com/anime/primary/say-i-love-you-mei-and-marshmallow-1.jpg,5465.jpg
5468,Sparrow's Hotel,Unknown,1.958,800,"Comedy, Seinen, Slice of Life, Coworkers, Episodic, Gag, Hotels and Inns, Short Episodes, Work Life, Based on a Manga",Unknown,TV,12,True,3,2013,2013,Spring 2013,Hotline,"Sayuri Satou works as a front desk clerk at a typical downtown hotel, but she's no ordinary employee! In addition to her friendly smile and massive chest, Sayuri is also strangely skilled at hand-to-hand combat, making her an excellent bodyguard against the ruffians who loiter outside the establishment. Alongside fellow co-workers Misono and Tamaki, Sayuri helps run day-to-day activities at the Sparrow's Hotel such as renting out rooms for Golden Week and performing for surprise inspections!",https://www.anime-planet.com/anime/sparrows-hotel,https://cdn.anime-planet.com/anime/primary/sparrows-hotel-1.jpg,5468.jpg
5469,Blossom,Unknown,3.142,360,"Drama, Angels, Countryside, Natural Disaster, Shorts",Unknown,Other,1,True,6,2012,2012,Unknown,Ordet,"After a devastating tsunami, an old man works tirelessly to help life grow again, as angels watch over him.",https://www.anime-planet.com/anime/blossom,https://cdn.anime-planet.com/anime/primary/blossom-1.jpg,5469.jpg
5471,Tamako Market Specials,Unknown,2.625,920,"Comedy, Birds, Chibi, Picture Drama, Original Work",Unknown,DVD,6,True,4,2013,2013,Unknown,Kyoto Animation,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/tamako-market-specials,https://cdn.anime-planet.com/anime/primary/tamako-market-specials-1.jpg,5471.jpg
5473,Ebiten: Ebisugawa Public High School's Tenmonbu Specials,Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu Specials,2.254,250,"Comedy, Shounen, Based on a Manga",Unknown,DVD,5,True,4,2012,2013,Unknown,AIC Classic,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/ebiten-ebisugawa-public-high-schools-tenmonbu-specials,https://cdn.anime-planet.com/anime/primary/ebiten-ebisugawa-public-high-schools-tenmonbu-specials-1.jpg,5473.jpg
5476,Smile Pretty Cure! Movie: Ehon no Naka wa Minna Chiguhagu!,Unknown,3.541,283,"Fantasy, Magical Girl, Henshin Heroes, Magic",Unknown,Movie,1,True,70,2012,2012,Unknown,Toei Animation,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/smile-pretty-cure-movie-ehon-no-naka-wa-minna-chiguhagu,https://cdn.anime-planet.com/anime/primary/smile-pretty-cure-movie-ehon-no-naka-wa-minna-chiguhagu-1.jpg,5476.jpg
5478,Onii-chan Dakedo Ai Sae Areba Kankeinai yo ne! Specials,OniAi Specials,2.698,1254,"Ecchi, Picture Drama, Based on a Light Novel",Sexual Content,DVD,6,True,3,2012,2013,Unknown,SILVER LINK,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/onii-chan-dakedo-ai-sae-areba-kankeinai-yo-ne-specials,https://cdn.anime-planet.com/anime/primary/onii-chan-dakedo-ai-sae-areba-kankeinai-yo-ne-specials-1.jpg,5478.jpg
548,Memories Off 2nd,Unknown,2.663,359,"Drama, Romance, Based on a Visual Novel",Unknown,OVA,3,True,31,2003,2003,Unknown,"Picture Magic, Rikuentai","It was snowing that night: the night that Inami Ken's life changed for the better, the night that a shy girl named Hotaru confessed her love. But although their budding relationship does nothing but flourish, chaos is thrown into the mix when Ken is acquainted by chance with Hotaru's best friend Tobise. With temptation to bear and duties to fulfill, will Ken have the strength to stay faithful?",https://www.anime-planet.com/anime/memories-off-2nd,https://cdn.anime-planet.com/anime/primary/memories-off-2nd-1.jpg,548.jpg
5482,Ishida and Asakura Special,Ishida to Asakura Special,1.572,269,"Comedy, Gag",Unknown,TV,1,True,1,2013,2013,Unknown,Hotline,"Ishida and Asakura's school antics have come to an end - then why, they wonder, are they back on television once more?",https://www.anime-planet.com/anime/ishida-and-asakura-special,https://cdn.anime-planet.com/anime/primary/ishida-and-asakura-special-1.jpg,5482.jpg
5483,Death Billiards,Unknown,4.271,9608,"Drama, Afterlife, Anime Tamago, Bar, Billiards, High Stakes Games, Play or Die, Psychological, PVP, Shorts, Supernatural, Thriller, Original Work",Unknown,Movie,1,True,25,2013,2013,Unknown,MADHOUSE,"When two strangers find themselves trapped in a mysterious lounge with no memory of arriving, they're informed by the bartender that the only way to escape is play a game like their lives depend on it. With a spin of the roulette wheel, their fates are set: the men must play a game of pool, but it's no ordinary game! In a suspenseful, macabre twist, the balls aren't numbered but rather represent a different organ in each man's body. Just what kind of fate awaits the loser of this anything-goes game of billiards?",https://www.anime-planet.com/anime/death-billiards,https://cdn.anime-planet.com/anime/primary/death-billiards-1.jpg,5483.jpg
5484,Galaxy Express 999: Can You Live Like A Warrior?,Ginga Tetsudou 999: Kimi wa Senshi no You ni Ikirareruka!!,3.161,97,"Sci Fi, Leijiverse, Trains, Based on a Manga",Unknown,TV,1,True,95,1979,1979,Unknown,Toei Animation,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/galaxy-express-999-can-you-live-like-a-warrior,https://cdn.anime-planet.com/anime/primary/galaxy-express-999-can-you-live-like-a-warrior-1.jpg,5484.jpg
5485,Riki-Oh 2: Child of Destruction,Unknown,1.961,92,"Action, Seinen, Martial Arts, Based on a Manga",Explicit Violence,OVA,1,True,46,1990,1990,Unknown,Magic Bus,"Horobi no Ko starts with a flash back to Riki's childhood displaying the terrible fate of his mother and how he himself was taken away from his twin brother Nachi during a game of hide-and-seek, with Nachi's plaintive cry haunting him through the years. Riki has a six-pointed star emblazoned on his hand, while Nachi has a swastika on his, the significance of which go unexplained. Riki finds himself in the town of Misaki, dotted with illegal nuclear power plants and run by a religious fanatic military organization called God's Judgment. He is taken prisoner and made to fight in gladiatorial matches in a sprawling arena. He finds his brother, whose special powers have given him the name of ""Savior,"" but his reunion with his resentful sibling turns sour rather quickly.",https://www.anime-planet.com/anime/riki-oh-2,https://cdn.anime-planet.com/anime/primary/riki-oh-2-1.jpg,5485.jpg
5486,Nijiiro Hotaru: Eien no Natsuyasumi,Rainbow-Colored Fireflies: The Eternal Summer Vacation,3.323,175,"Drama, Countryside, Supernatural, Time Travel, Based on a Novel",Unknown,Movie,1,True,105,2012,2012,Unknown,Toei Animation,"One blazing hot day a young boy named Yuta visits the Hotarugaoka Dam, a place where his father passed away, and encounters a strange old man. Yuta helps the old man by giving him something to drink, and later that day the man repays his kindness by saving the boy and taking him to the past, one month before the area becomes unoccupied for the construction of the dam. Unaware of why he is there, Yuta meets Saeko, a girl who loves fireflies.",https://www.anime-planet.com/anime/nijiiro-hotaru-eien-no-natsuyasumi,https://cdn.anime-planet.com/anime/primary/nijiiro-hotaru-eien-no-natsuyasumi-1.jpg,5486.jpg
5487,Mahou Tsukai Sally Movie,Sally the Witch Movie,2.388,40,"Magical Girl, Shoujo, Henshin Heroes, Magic, Witches, Based on a Manga",Unknown,Movie,1,True,27,1990,1990,Unknown,Toei Animation,"This is the story of Sally, a teenage witch that came to Earth from the Magical Kingdom. For some mysterious reason, spring has not started yet. Sally and her friends have to find the cause and fix the problem.",https://www.anime-planet.com/anime/mahou-tsukai-sally-movie,https://cdn.anime-planet.com/anime/primary/mahou-tsukai-sally-movie-1.jpg,5487.jpg
549,Mizuiro,Unknown,3.022,436,"Drama, Romance, Supernatural, Based on an Eroge, Based on a Visual Novel",Unknown,OVA,2,True,30,2003,2003,Unknown,OLM,"As children, Ken, Yuki, and Hiyori were the best of friends. But like a flash, the companions were torn apart when Hiyori mysteriously vanished without warning. Now, as young adults, Ken and Yuki are in for a surprise when Hiyori returns, but in a manner that they would never think to expect -- falling out of Ken's closet? And what's worse is that she appears to be a ghost! Armed with newfound curiosity, the trio try to remember what happened in their past, and why their long-lost friend has suddenly reappeared...",https://www.anime-planet.com/anime/mizuiro,https://cdn.anime-planet.com/anime/primary/mizuiro-1.jpg,549.jpg
5500,Teekyuu 2,Unknown,3.049,1310,"Comedy, Shounen, Gag, School Club, School Life, Short Episodes, Based on a Manga",Unknown,TV,12,True,2,2013,2013,Summer 2013,MAPPA,Second season of Teekyuu.,https://www.anime-planet.com/anime/teekyuu-2,https://cdn.anime-planet.com/anime/primary/teekyuu-2-1.jpg,5500.jpg
551,Variable Geo,Unknown,2.243,487,"Action, Ecchi, Martial Arts, Superpowers, Based on a Video Game",Unknown,OVA,3,True,30,1996,1997,Unknown,Chaos Project,"Yuka and Satomi have been fighting since they were little, but as adults, they are waitresses. Yuka, however, is more than just a waitress: she has joined VG (Variable Geo), a fighting organization designed to let waitresses around the world show their stuff in the fighting ring. The fighters play for millions of dollars, but the losers will be shamed by a fleshy public appearance. Satomi's little brother is sick in the hospital, and now she too must join VG and fight against her best friend Yuka to pay for his surgery. Will she succeed or become one of the shamed?",https://www.anime-planet.com/anime/variable-geo,https://cdn.anime-planet.com/anime/primary/variable-geo-1.jpg,551.jpg
5510,"Love, Election & Chocolate: Love Sister!",Koi to Senkyo to Chocolate: Koi Imouto!,3.401,1280,"Romance, Based on an Eroge, Based on a Visual Novel",Unknown,DVD,1,True,23,2013,2013,Unknown,AIC Build,"After the election, the Food Research Club prepares for a party to celebrate the victory. However, not everyone is cheering, and one is prepping work for the new president.",https://www.anime-planet.com/anime/love-election-chocolate-love-sister,https://cdn.anime-planet.com/anime/primary/love-election-chocolate-love-sister-1.jpg,5510.jpg
5514,livetune: Redial,Unknown,2.903,303,Vocaloid,Unknown,Music,1,True,5,2013,2013,Unknown,Poncotan,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/livetune-redial,https://cdn.anime-planet.com/anime/primary/livetune-redial-1.jpg,5514.jpg
5523,The World God Only Knows: Magical Star Kanon 100%,Kami nomi zo Shiru Sekai: Magical Star Kanon 100%,3.431,2318,"Comedy, Fantasy, Shounen, Demons, Idols",Unknown,OVA,1,True,25,2013,2013,Unknown,Manglobe,"Elsie, a huge fan of the popular idol Kanon, wants nothing more than to play the little sister in the star's magical girl TV series. But on the day of the audition, it turns out Elsie is too old for the part and, to make matters worse, a runaway spirit appears and transforms Kanon into a child herself. Now the unlikely duo must track down and capture the spirit in true idol fashion - with a song and dance number!",https://www.anime-planet.com/anime/the-world-god-only-knows-magical-star-kanon-100,https://cdn.anime-planet.com/anime/primary/the-world-god-only-knows-magical-star-kanon-100-1.jpg,5523.jpg
5527,Mobile Suit Gundam AGE: Memory of Eden,"Alt titles: Gundam AGE: Memory of Eden, Kidou Senshi Gundam AGE: Memory of Eden",3.224,267,"Mecha, Sci Fi, Recap",Unknown,OVA,2,True,70,2013,2013,Unknown,Sunrise,Recaps the story of how the Vagan plan to take over Earth in a war with the Federation.,https://www.anime-planet.com/anime/mobile-suit-gundam-age-memory-of-eden,https://cdn.anime-planet.com/anime/primary/mobile-suit-gundam-age-memory-of-eden-1.jpg,5527.jpg
5528,Phantom Thief Reinya Pilot,Kaitou Reinya Pilot,1.749,93,"Comedy, Secret Identity, Thieves, Based on a 4-Koma Manga, Based on a Manga",Unknown,DVD,1,True,3,2010,2010,Unknown,Stingray,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/phantom-thief-reinya-pilot,https://cdn.anime-planet.com/anime/primary/phantom-thief-reinya-pilot-1.jpg,5528.jpg
5530,Kotoura-san: Haruka no Heya,Unknown,2.059,713,"Comedy, Chibi, Short Episodes, Supernatural, Based on a 4-Koma Manga, Based on a Manga",Unknown,Web,6,True,2,2012,2013,Unknown,AIC Classic,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/kotoura-san-haruka-no-heya,https://cdn.anime-planet.com/anime/primary/kotoura-san-haruka-no-heya-1.jpg,5530.jpg
5532,"NAKAIMO: My Little Sister Is Among Them! Brother, Sister, Lover","Kono Naka ni Hitori, Imouto ga Iru! Ani, Imouto, Koibito",3.285,1680,"Comedy, Ecchi, Harem, Based on a Light Novel",Nudity,DVD,1,True,25,2013,2013,Unknown,Studio Gokumi,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/nakaimo-my-little-sister-is-among-them-brother-sister-lover,https://cdn.anime-planet.com/anime/primary/nakaimo-my-little-sister-is-among-them-brother-sister-lover-1.jpg,5532.jpg
5534,Peeping Life: The Perfect Extension,Unknown,1.59,30,Short Episodes,Unknown,OVA,10,True,5,2011,2011,Unknown,CoMix Wave Films,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/peeping-life-the-perfect-extension,https://cdn.anime-planet.com/anime/primary/peeping-life-the-perfect-extension-1.jpg,5534.jpg
