Anime-PlanetID,Name,Alternative Name,Rating Score,Number Votes,Tags,Content Warning,Type,Episodes,Finished,Duration,StartYear,EndYear,Season,Studios,Synopsis,Url,picture_url,image_file
10001,Oshiri Tantei: Puputto Fumutto Kaiketsu Dance,Unknown,1.271,21,Family Friendly,Unknown,Web,1,True,2,2017,2017,Unknown,Toei Animation,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/oshiri-tantei-puputto-fumutto-kaiketsu-dance,https://cdn.anime-planet.com/anime/primary/oshiri-tantei-puputto-fumutto-kaiketsu-dance-1.jpg,10001.jpg
10009,Chicken Ramen CM,Unknown,3.021,92,"Animal Protagonists, Anthropomorphic, Birds, Commercials, Demons, Hell, Non-Human Protagonists, Promotional, Short Episodes",Unknown,Web,7,False,1,2018,Unknown,Unknown,HOTZIPANG,"Hiyoko-chan sits down to enjoy a delicious bowl of Nissin's Chicken Ramen, and he's willing to go to demonic lengths to enjoy it...",https://www.anime-planet.com/anime/chicken-ramen-cm,https://cdn.anime-planet.com/anime/primary/chicken-ramen-cm-1.jpg,10009.jpg
10010,Caribadix,Deeky & Carina,2.187,12,"Comedy, Animal Protagonists, Anthropomorphic, Music, Non-Human Protagonists, Rock Music, Sanrio Characters, Short Episodes, Original Work",Unknown,TV,46,True,1,2017,2018,Spring 2017,Fanworks,Deeky is a wolf whose wild appearance belies his pure-hearted and slightly gossipy moe nature. Carina is a squirrel whose soft and cuddly appearance hides the black and beating heart of a hard rock monster. Together they form a band to compete in a rock music competition.,https://www.anime-planet.com/anime/caribadix,https://cdn.anime-planet.com/anime/primary/caribadix-1.jpg,10010.jpg
10011,Caribadix 2nd Season,Deeky & Carina 2nd Season,1.814,10,"Comedy, Animal Protagonists, Anthropomorphic, Music, Non-Human Protagonists, Rock Music, Sanrio Characters, Short Episodes, Original Work",Unknown,Other,39,True,1,2018,2019,Unknown,Fanworks,Second season of Caribadix .,https://www.anime-planet.com/anime/caribadix-2nd-season,https://cdn.anime-planet.com/anime/primary/caribadix-2nd-season-1.jpg,10011.jpg
10020,Shuukan Shimakou,Unknown,1.529,10,"Comedy, Short Episodes, Work Life, Based on a Manga",Unknown,TV,22,True,3,2011,2011,Spring 2011,DLE,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/shuukan-shimakou,https://cdn.anime-planet.com/anime/primary/shuukan-shimakou-1.jpg,10020.jpg
10022,Love and Lies OVA,Koi to Uso OVA,3.019,320,"Romance, Shounen, Arranged Marriage, Love Triangle, Based on a Manga",Unknown,OVA,1,True,29,2018,2018,Unknown,LIDEN FILMS,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/love-and-lies-ova,https://cdn.anime-planet.com/anime/primary/love-and-lies-ova-1.jpg,10022.jpg
10024,Marty Friedman: The Perfect World,Unknown,3.605,433,"Action, Sci Fi",Violence,Music,1,True,3,2018,2018,Unknown,Production I.G,The official music video for The Perfect World by Marty Friedman .,https://www.anime-planet.com/anime/marty-friedman-the-perfect-world,https://cdn.anime-planet.com/anime/primary/marty-friedman-the-perfect-world-1.jpg,10024.jpg
10031,Wo de Nitian Shenqi,Unknown,3.247,240,"Action, Adventure, Fantasy, Chinese Animation, Magic, Based on a Manga",Violence,Web,16,True,15,2018,2018,Unknown,"Pb Animation, Haoliners Animation League",No synopsis yet - check back soon!,https://www.anime-planet.com/anime/wo-de-nitian-shenqi,https://cdn.anime-planet.com/anime/primary/wo-de-nitian-shenqi-1.jpg,10031.jpg
10035,Koori no Kuni no Misuke,Unknown,2.598,21,"Adventure, Animal Protagonists, Dogs, Family Friendly, Non-Human Protagonists, Person in a Strange World, Shorts",Unknown,Movie,1,True,16,1970,1970,Unknown,Tezuka Productions,"A puppy, Poko, jumps out of a refrigerator and takes a boy, Misuke, to an ice world full of adventure through the refrigerator. In the ice world, there is a girl called Nally who wants warm food. So they try to find some warm food for her, but everything freezes so quickly in the ice world...",https://www.anime-planet.com/anime/koori-no-kuni-no-misuke,https://cdn.anime-planet.com/anime/primary/koori-no-kuni-no-misuke-1.jpg,10035.jpg
10036,Dou Po Cangqiong 2nd Season,Battle Through the Heavens 2nd Season,4.217,452,"Action, Fantasy, Chinese Animation, Xianxia, Based on a Web Novel, CG Animation",Unknown,Web,12,True,20,2018,2018,Unknown,Foch,Second season of Doupo Cangqiong .,https://www.anime-planet.com/anime/dou-po-cangqiong-2nd-season,https://cdn.anime-planet.com/anime/primary/dou-po-cangqiong-2nd-season-1.jpg,10036.jpg
10038,Rainy Cocoa: Side G!!,Ame-iro Cocoa: Side G!!,1.508,273,"Slice of Life, Cafe, Coworkers, Short Episodes, Work Life, Based on a Manga",Unknown,TV,12,True,2,2019,2019,Winter 2019,EMT Squared,"Youko, the daughter of the Rainy Color cafe's owner Kouji Amami, takes over as the acting manager of the cafe.",https://www.anime-planet.com/anime/rainy-cocoa-side-g,https://cdn.anime-planet.com/anime/primary/rainy-cocoa-side-g-1.jpg,10038.jpg
10040,Golden Douga Gekijou,Unknown,3.097,73,"Comedy, Short Episodes",Unknown,Web,33,False,1,2018,Unknown,Unknown,"DMM.futureworks, W-Toon Studio",No synopsis yet - check back soon!,https://www.anime-planet.com/anime/golden-douga-gekijou,https://cdn.anime-planet.com/anime/primary/golden-douga-gekijou-1.jpg,10040.jpg
10045,Estima: Sense of Wonder,Unknown,1.62,25,"Cars, Promotional, Short Episodes",Unknown,Web,13,True,1,2016,2016,Unknown,P.I.C.S.,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/estima-sense-of-wonder,https://cdn.anime-planet.com/anime/primary/estima-sense-of-wonder-1.jpg,10045.jpg
10048,Chibi Maruko-chan: Watashi no Suki na Uta,Unknown,4.005,34,"Drama, Shoujo, Art, Music",Unknown,Movie,1,True,93,1992,1992,Unknown,Nippon Animation,"Sakura Momoko's teacher assigns the third grade to draw an image based on their favorite song to enter a contest. Momoko loves a song she recently learned during her music class and is anxious to make a good drawing based on it. On her way to meet her relatives in Shizuoka, she meets Shouko Kimura, a university student who occasionally draws portraits at the local train station and plans to also participate in an art contest. Fascinated by her illustrations, Sakura meets Kimura once again. Shouko is enchanted by Momoko's sympathy and honesty. They quickly become friends and end up inspiring each other in their own way.",https://www.anime-planet.com/anime/chibi-maruko-chan-watashi-no-suki-na-uta,https://cdn.anime-planet.com/anime/primary/chibi-maruko-chan-watashi-no-suki-na-uta-1.jpg,10048.jpg
10056,Detective Conan: Black History 2,Meitantei Conan: Black History 2,4.047,127,"Mystery, Shounen, Detectives, Recap",Unknown,TV,1,True,50,2007,2007,Unknown,TMS Entertainment,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/detective-conan-black-history-2,https://cdn.anime-planet.com/anime/primary/detective-conan-black-history-2-1.jpg,10056.jpg
10057,Detective Conan: Chase the Mysterious Comet Monster!,Meitantei Conan: Nazo no Suisei Kaijuu wo Oe!,3.323,87,Mystery,Unknown,OVA,1,True,15,2001,2001,Unknown,TMS Entertainment,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/detective-conan-chase-the-mysterious-comet-monster,https://cdn.anime-planet.com/anime/primary/detective-conan-chase-the-mysterious-comet-monster-1.jpg,10057.jpg
10058,"Detective Conan: Happy New Year, Kogorou Mouri",Meitantei Conan Tokubetsu-hen: Kinga Shinnen Mouri Kogorou,3.656,126,Shounen,Unknown,Other,1,True,2,2015,2015,Unknown,TMS Entertainment,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/detective-conan-happy-new-year-kogorou-mouri,https://cdn.anime-planet.com/anime/primary/detective-conan-happy-new-year-kogorou-mouri-1.jpg,10058.jpg
10060,Code Geass: Soubou no Oz Picture Drama,Code Geass: Oz the Reflection Picture Drama,2.459,139,"Picture Drama, Short Episodes",Unknown,OVA,5,True,3,2013,2013,Unknown,Sunrise,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/code-geass-soubou-no-oz-picture-drama,https://cdn.anime-planet.com/anime/primary/code-geass-soubou-no-oz-picture-drama-1.jpg,10060.jpg
10066,MaxValu Kyushu,Unknown,2.08,33,"Commercials, Promotional, Work Life",Unknown,Other,1,True,1,2008,2008,Unknown,Trash Studio,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/maxvalu-kyushu,https://cdn.anime-planet.com/anime/primary/maxvalu-kyushu-1.jpg,10066.jpg
10068,Trigger-chan,Unknown,2.684,195,"Action, Promotional, Shorts",Unknown,Web,1,True,1,2016,2016,Unknown,TRIGGER,A fifth anniversary special animated sequence featuring mascot Trigger-chan and her buddies Muzzle and Spring.,https://www.anime-planet.com/anime/trigger-chan,https://cdn.anime-planet.com/anime/primary/trigger-chan-1.jpg,10068.jpg
10070,Yonhyakunijuu Renpai Girl PV,420 Renpai Girl PV,2.527,88,"Comedy, Romance, Promotional, Romantic Comedy, Based on a Light Novel",Unknown,Other,1,True,3,2013,2013,Unknown,TRIGGER,"Haru Tsuwabuki must successfully confess his love to one of 420 girls, or he will die (in more ways than one). However, as soon as he enrolls, he is derisively labeled a lowly ""parasitic biting insect,"" and his adolescence descends into darkness. One day, Haru meets Miyako Dokuutsugi, a beautiful girl with the worst misfortune at the academy. Haru's life descends from darkness even lower into hell.",https://www.anime-planet.com/anime/yonhyakunijuu-renpai-girl-pv,https://cdn.anime-planet.com/anime/primary/yonhyakunijuu-renpai-girl-pv-1.jpg,10070.jpg
10074,11eyes Picture Drama,Unknown,1.801,81,"Comedy, Picture Drama","Nudity, Violence",DVD,13,True,5,2010,2010,Unknown,Doga Kobo,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/11eyes-picture-drama,https://cdn.anime-planet.com/anime/primary/11eyes-picture-drama-1.jpg,10074.jpg
10079,Taisei Kensetsu: Bosporus Kaikyou Tunnel,Unknown,2.436,163,"Slice of Life, Commercials, Promotional, Work Life",Unknown,Other,1,True,1,2011,2011,Unknown,CoMix Wave Films,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/taisei-kensetsu-bosporus-kaikyou-tunnel,https://cdn.anime-planet.com/anime/primary/taisei-kensetsu-bosporus-kaikyou-tunnel-1.jpg,10079.jpg
10080,Taisei Kensetsu: Shin Doha Kokusai Kuukou,Unknown,2.424,144,"Slice of Life, Commercials, Promotional, Work Life",Unknown,Other,1,True,1,2008,2008,Unknown,CoMix Wave Films,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/taisei-kensetsu-shin-doha-kokusai-kuukou,https://cdn.anime-planet.com/anime/primary/taisei-kensetsu-shin-doha-kokusai-kuukou-1.jpg,10080.jpg
10081,Taisei Kensetsu: Sri Lanka Kousokudouro,Unknown,2.455,141,"Slice of Life, Commercials, Promotional, Work Life",Unknown,Other,1,True,1,2013,2013,Unknown,CoMix Wave Films,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/taisei-kensetsu-sri-lanka-kousokudouro,https://cdn.anime-planet.com/anime/primary/taisei-kensetsu-sri-lanka-kousokudouro-1.jpg,10081.jpg
10082,Taisei Kensetsu: Vietnam Noi Bai Kuukou,Unknown,2.562,150,"Slice of Life, Commercials, Promotional, Work Life",Unknown,Other,1,True,1,2014,2014,Unknown,CoMix Wave Films,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/taisei-kensetsu-vietnam-noi-bai-kuukou,https://cdn.anime-planet.com/anime/primary/taisei-kensetsu-vietnam-noi-bai-kuukou-1.jpg,10082.jpg
10083,Tokyo Disney Resort: Yume ga Kanau Basho,Unknown,3.054,90,"Slice of Life, Amusement Park, Commercials, Disney, Promotional",Unknown,Other,1,True,1,2012,2012,Unknown,Production I.G,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/tokyo-disney-resort-yume-ga-kanau-basho,https://cdn.anime-planet.com/anime/primary/tokyo-disney-resort-yume-ga-kanau-basho-1.jpg,10083.jpg
10085,Transformers: The Movie,Unknown,4.228,444,"Action, Mecha, Sci Fi, Combining Mecha, Non-Human Protagonists, Super Robot, Transforming Mecha",Unknown,Movie,1,True,84,1986,1986,Unknown,Toei Animation,"It is the year 2005. Twenty-one years after the heroic Autobots and the evil Decepticons resumed their neverending war on planet Earth, the Decepticons have conquered the robots' home planet Cybertron. After a surprise attack by the Decepticons, both factions wage a gruesome battle at Autobot City. In the midst of the battle, Autobot leader Optimus Prime dies during his fight with Decepticon leader Megatron. The Autobot Matrix of Leadership is then passed on to second-in-command Ultra Magnus. Meanwhile, a badly-damaged Megatron is jettisoned by Starscream into deep space, where he encounters the planet-eating robot Unicron and is reborn as Galvatron, the new Decepticon leader. With Galvatron's reign on the rise and Unicron's imminent arrival within Cybertron's orbit, the Autobots must act quickly and protect the Matrix or face total annihilation.",https://www.anime-planet.com/anime/transformers-the-movie,https://cdn.anime-planet.com/anime/primary/transformers-the-movie-1.jpg,10085.jpg
10086,Under the Dog: Anthea-chan,Unknown,1.474,118,"Action, Comedy, No Dialogue",Unknown,Web,1,True,3,2015,2015,Unknown,Kinema Citrus,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/under-the-dog-anthea-chan,https://cdn.anime-planet.com/anime/primary/under-the-dog-anthea-chan-1.jpg,10086.jpg
10098,Suntory Minami Alps no Tennen Mizu,Unknown,2.4,559,"Commercials, Promotional, Short Episodes",Unknown,Other,3,True,1,2016,2016,Unknown,CoMix Wave Films,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/suntory-minami-alps-no-tennen-mizu,https://cdn.anime-planet.com/anime/primary/suntory-minami-alps-no-tennen-mizu-1.jpg,10098.jpg
101,Neon Genesis Evangelion: The End of Evangelion,Shinseiki Evangelion: The End of Evangelion,4.259,28084,"Mecha, Military, Post-apocalyptic, Psychological, Super Robot, Original Work","Nudity, Sexual Content, Violence",Movie,1,True,87,1997,1997,Unknown,"GAINAX, Production I.G","End of Evangelion is an alternate ending to the Evangelion TV series (replaces episodes 25/26). In this powerful conclusion, the final battle against the Angels is fought, and questions are finally answered. The fate of the world lies with Shinji, but how will he act?",https://www.anime-planet.com/anime/neon-genesis-evangelion-the-end-of-evangelion,https://cdn.anime-planet.com/anime/primary/neon-genesis-evangelion-the-end-of-evangelion-1.jpg,101.jpg
10101,Mobile Suit Gundam Narrative,Kidou Senshi Gundam NT,3.464,279,"Action, Drama, Mecha, Sci Fi, Military, Outer Space, War",Unknown,Movie,1,True,100,2018,2018,Unknown,Sunrise,"U.C. 0097, one year after the opening of ""Laplace's Box."" Despite the revelation of the Universal Century Charter that acknowledges the existence and rights of Newtypes, the framework of the world has not been greatly altered. The conflict later dubbed the ""Laplace Incident"" is thought to have ended with the downfall of the Neo Zeon remnants known as the Sleeves. In its final battle, two full psycho-frame mobile suits displayed power beyond human understanding. The white unicorn and the black lion were sealed away to remove this danger from people's consciousness, and they should now be completely forgotten. However, the RX-0 Unicorn Gundam 03, which disappeared two years earlier, is now about to show itself in the Earth Sphere once more. A golden phoenix... named Phenex.",https://www.anime-planet.com/anime/mobile-suit-gundam-narrative,https://cdn.anime-planet.com/anime/primary/mobile-suit-gundam-narrative-1.jpg,10101.jpg
10102,Utsunomiko,Unknown,2.681,14,"Fantasy, Based on a Light Novel",Unknown,Movie,1,True,80,1989,1989,Unknown,Nippon Animation,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/utsunomiko,https://cdn.anime-planet.com/anime/primary/utsunomiko-1.jpg,10102.jpg
10105,Aggretsuko,Aggressive Retsuko,4.251,7016,"Comedy, Animal Protagonists, Anthropomorphic, Coworkers, Music, Non-Human Protagonists, Sanrio Characters, Work Life, Original Work",Unknown,Web,10,True,16,2018,2018,Spring 2018,Fanworks,"Frustrated with her thankless office job, Retsuko the Red Panda copes with her daily struggles by belting out death metal karaoke after work.",https://www.anime-planet.com/anime/aggretsuko,https://cdn.anime-planet.com/anime/primary/aggretsuko-1.jpg,10105.jpg
10106,Ketsuekigata-kun! Featuring Yuri & Nasuno,Unknown,1.691,123,"Comedy, Crossover",Unknown,Other,1,True,2,2013,2013,Unknown,"Assez Finaud Fabric., feel.",No synopsis yet - check back soon!,https://www.anime-planet.com/anime/ketsuekigata-kun-featuring-yuri-and-nasuno,https://cdn.anime-planet.com/anime/primary/ketsuekigata-kun-featuring-yuri-and-nasuno-1.jpg,10106.jpg
10108,"Yuru Yuri,",Unknown,3.817,396,"Comedy, GL, Seinen, Shoujo-ai, Slice of Life, Based on a Manga",Unknown,OVA,1,True,32,2019,2019,Unknown,Lay-duce,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/yuru-yuri-ova,https://cdn.anime-planet.com/anime/primary/yuru-yuri-ova-1.jpg,10108.jpg
10116,Kyokujitsu no Kantai,Unknown,3.057,16,"Sci Fi, Military, War, World War 2, Based on a Novel",Unknown,OVA,15,True,34,1997,2002,Unknown,J.C.Staff,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/kyokujitsu-no-kantai,https://cdn.anime-planet.com/anime/primary/kyokujitsu-no-kantai-1.jpg,10116.jpg
10120,BanG Dream! Pastel Life,Unknown,2.807,198,"Slice of Life, Chibi, Music, Short Episodes",Unknown,TV,6,True,4,2018,2018,Spring 2018,Studio A-Cat,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/bang-dream-pastel-life,https://cdn.anime-planet.com/anime/primary/bang-dream-pastel-life-1.jpg,10120.jpg
10121,Maerchen Maedchen Specials,Märchen Mädchen Specials,2.56,170,"Fantasy, Magic, Person in a Strange World, School Life, Based on a Light Novel",Unknown,DVD,2,True,24,2019,2019,Unknown,Hoods Entertainment,Episodes 11 and 12 of Maerchen Maedchen.,https://www.anime-planet.com/anime/maerchen-maedchen-specials,https://cdn.anime-planet.com/anime/primary/maerchen-maedchen-specials-1.jpg,10121.jpg
10122,Okojo to Yamane,Weasel and Dormouse,1.477,10,"Animal Protagonists, Family Friendly, Non-Human Protagonists, Short Episodes",Unknown,TV,26,True,1,2018,2019,Summer 2018,Kachidoki Studio,"The franchise centers on two friends: a naive weasel who likes cute and round things, and a dormouse who plays innocent. Together, they spend their days playing and having fun in short stories set in Nagano Prefecture.",https://www.anime-planet.com/anime/okojo-to-yamane,https://cdn.anime-planet.com/anime/primary/okojo-to-yamane-1.jpg,10122.jpg
10131,Oretacha Youkai Ningen G,Unknown,1.629,14,"Comedy, Demons, Short Episodes, Supernatural",Unknown,TV,26,True,3,2018,2018,Spring 2018,DLE,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/oretacha-youkai-ningen-g,https://cdn.anime-planet.com/anime/primary/oretacha-youkai-ningen-g-1.jpg,10131.jpg
10136,World Famous Fairy Tale Series,Sekai Meisaku Douwa: Manga Series,2.522,16,"Fantasy, Episodic, Short Episodes, Based on a Fairy Tale",Unknown,OVA,20,True,10,1975,1983,Unknown,Toei Animation,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/world-famous-fairy-tale-series,https://cdn.anime-planet.com/anime/primary/world-famous-fairy-tale-series-1.jpg,10136.jpg
10146,Runningman,Unknown,2.289,22,"Slice of Life, No Dialogue, CG Animation",Unknown,Web,1,True,5,2012,2012,Unknown,Echoes,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/runningman,https://cdn.anime-planet.com/anime/primary/runningman-1.jpg,10146.jpg
10148,CMFU Xueyuan: Shenshi Ji Jijian,Unknown,2.016,18,"Chinese Animation, School Life, Short Episodes",Unknown,Web,24,True,12,2017,2018,Unknown,Foch,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/cmfu-xueyuan-shenshi-ji-jijian,https://cdn.anime-planet.com/anime/primary/cmfu-xueyuan-shenshi-ji-jijian-1.jpg,10148.jpg
10150,CMFU Xueyuan: Wangzi Peng Peng Qiu,Unknown,3.045,58,"Romance, Sports, Billiards, Chinese Animation, School Life, Short Episodes",Unknown,Web,24,True,11,2016,2017,Unknown,Foch,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/cmfu-xueyuan-wangzi-peng-peng-qiu,https://cdn.anime-planet.com/anime/primary/cmfu-xueyuan-wangzi-peng-peng-qiu-1.jpg,10150.jpg
10151,Meng Qi Shi Shen,Cinderella Chef,4.141,912,"Comedy, Drama, Romance, Ancient China, Chinese Animation, Cooking, Food and Beverage, Historical, Based on a Web Novel",Unknown,Web,12,True,21,2018,2019,Unknown,Wawayu Animation,"Ye Jiayao finds herself back in time in the body of Ye Jinxuan. After many twists, she thought that she would finally be able to lead a simple life and achieve her dream of opening the best restaurant in Huai Song. However, there are villains constantly trying to bring her down.",https://www.anime-planet.com/anime/meng-qi-shi-shen,https://cdn.anime-planet.com/anime/primary/meng-qi-shi-shen-1.jpg,10151.jpg
10156,One Piece 3D: Gekisou! Trap Coaster,Unknown,3.024,292,"Action, Adventure, Comedy, Fantasy, Shounen, Pirates, Shorts, Based on a Manga, CG Animation",Unknown,Movie,1,True,12,2011,2011,Unknown,Toei Animation,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/one-piece-3d-gekisou-trap-coaster,https://cdn.anime-planet.com/anime/primary/one-piece-3d-gekisou-trap-coaster-1.jpg,10156.jpg
10160,TRIGGER: DIAMOND FUSION,Unknown,3.381,181,"Idols, Music",Unknown,Music,1,True,4,2018,2018,Unknown,Kamikaze Douga,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/trigger-diamond-fusion,https://cdn.anime-planet.com/anime/primary/trigger-diamond-fusion-1.jpg,10160.jpg
10163,Love is Like a Cocktail Special,Osake wa fuufu ni natte kara Special,3.365,557,"Comedy, Romance, Slice of Life, Alcohol, Food and Beverage, Married Life, Recipes, Based on a Manga",Unknown,Web,1,True,3,2018,2018,Fall 2018,Creators in Pack,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/love-is-like-a-cocktail-special,https://cdn.anime-planet.com/anime/primary/love-is-like-a-cocktail-special-1.jpg,10163.jpg
10164,Rainbow Mountain,Ano Yama ni Noborou yo,1.66,37,"Adventure, Fantasy, Family Friendly, Isekai, Person in a Strange World",Unknown,OVA,1,True,26,2003,2003,Unknown,Toei Animation,"Three friends face many challenges on their adventure to Rainbow Mountain, a magical place where the first rainbow is said to have been created.",https://www.anime-planet.com/anime/rainbow-mountain,https://cdn.anime-planet.com/anime/primary/rainbow-mountain-1.jpg,10164.jpg
10178,"Oam Monogatari: Sono Natsu, Watashi ga Shitta Koto",Unknown,2.327,27,"Historical, Promotional, Shorts, Tourism, Based on a Novel",Unknown,Web,1,True,9,2018,2018,Spring 2018,Asura Film,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/oam-monogatari-sono-natsu-watashi-ga-shitta-koto,https://cdn.anime-planet.com/anime/primary/oam-monogatari-sono-natsu-watashi-ga-shitta-koto-1.jpg,10178.jpg
10183,Hanasu na,Unknown,1.788,40,"Commercials, Promotional",Unknown,Other,1,True,1,2018,2018,Unknown,Liberty Animation Studio,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/hanasu-na,https://cdn.anime-planet.com/anime/primary/hanasu-na-1.jpg,10183.jpg
10192,Steins;Gate 0: Valentine's of Crystal Polymorphism -Bittersweet Intermedio-,Unknown,3.598,1287,"Drama, Sci Fi, Valentine's Day, Based on a Visual Novel",Unknown,DVD,1,True,24,2018,2018,Unknown,WHITE FOX,"A special day approaches during a lull in the chaos. It's that time of year to give chocolate to the ones you love, but not everyone finds that an easy task.",https://www.anime-planet.com/anime/steins-gate-0-valentines-of-crystal-polymorphism-bittersweet-intermedio,https://cdn.anime-planet.com/anime/primary/steins-gate-0-valentines-of-crystal-polymorphism-bittersweet-intermedio-1.jpg,10192.jpg
10193,K: Seven Stories Movie 2 - SIDE:BLUE ~Sirius~,K: Seven Stories Movie 2 - SIDE:BLUE ~Tenrou no Gotoku~,3.909,460,"Action, Drama, Police, Supernatural, Superpowers, Original Work",Unknown,Movie,1,True,57,2018,2018,Unknown,GoHands,"Gouki Zenjo, former right-hand man to Jin Habari and a survivor of the Kagutsu Incident, returns to work for SCEPTER 4, now under the command of Reisi Munakata, the new Blue King.",https://www.anime-planet.com/anime/k-seven-stories-movie-2-side-blue-sirius,https://cdn.anime-planet.com/anime/primary/k-seven-stories-movie-2-side-blue-sirius-1.jpg,10193.jpg
10194,K: Seven Stories Movie 3 - SIDE:GREEN ~Overwrite World~,K: Seven Stories Movie 3 - SIDE:GREEN ~Uwagaki Sekai~,3.821,407,"Action, Gangs, Supernatural, Superpowers, Original Work",Unknown,Movie,1,True,52,2018,2018,Unknown,GoHands,"Sukuna Gojou is a boy who ran away from his wealthy home after becoming disgusted by his controlling parents. Since then, he's been surviving alone on the streets using an SNS app called JUNGLE, which grants its user unnatural power and abilities.",https://www.anime-planet.com/anime/k-seven-stories-movie-3-side-green-overwrite-world,https://cdn.anime-planet.com/anime/primary/k-seven-stories-movie-3-side-green-overwrite-world-1.jpg,10194.jpg
10195,K: Seven Stories Movie 4 - Lost Small World ~Outside the Cage~,K: Seven Stories Movie 4 - Lost Small World ~Ori no Mukou ni,4.068,414,"Action, Delinquents, Gangs, School Life, Supernatural, Superpowers, Original Work",Unknown,Movie,1,True,56,2018,2018,Unknown,GoHands,"Misaki Yata is a youth whose reckless and immature attitude has led him to be shunned by his classmates. Saruhiko Fushimi is a loner who views the world in a pessimistic way. Despite being polar opposites, the two become the best of friends.",https://www.anime-planet.com/anime/k-seven-stories-movie-4-lost-small-world-outside-the-cage,https://cdn.anime-planet.com/anime/primary/k-seven-stories-movie-4-lost-small-world-outside-the-cage-1.jpg,10195.jpg
10196,K: Seven Stories Movie 5 - Memory of Red ~BURN~,Unknown,4.146,499,"Drama, Gangs, Supernatural, Superpowers, Original Work",Unknown,Movie,1,True,55,2018,2018,Unknown,GoHands,"It is the beginning of December. Anna Kushina's birthday is coming up, so the boys of HOMRA decide to celebrate by preparing a surprise party for their little princess.",https://www.anime-planet.com/anime/k-seven-stories-movie-5-memory-of-red-burn,https://cdn.anime-planet.com/anime/primary/k-seven-stories-movie-5-memory-of-red-burn-1.jpg,10196.jpg
10197,K: Seven Stories Movie 6 - Circle Vision ~Nameless Song~,Unknown,3.881,378,"Action, Drama, Dream World, Gangs, Supernatural, Superpowers, Original Work",Unknown,Movie,1,True,58,2018,2018,Unknown,GoHands,"Adolf K. Weismann is sharing a peaceful meal with his loved ones. But as the days go by, some begin to realize that this perfect world where everyone is alive and happy seems too good to be true.",https://www.anime-planet.com/anime/k-seven-stories-movie-6-circle-vision-nameless-song,https://cdn.anime-planet.com/anime/primary/k-seven-stories-movie-6-circle-vision-nameless-song-1.jpg,10197.jpg
10198,K: Seven Stories - The Idol K,Unknown,2.24,186,"Chibi, Idols, Short Episodes, Original Work",Unknown,Other,6,True,7,2018,2018,Unknown,GoHands,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/k-seven-stories-the-idol-k,https://cdn.anime-planet.com/anime/primary/k-seven-stories-the-idol-k-1.jpg,10198.jpg
10200,Mantou Riji,Unknown,2.131,14,"Slice of Life, Chinese Animation, Short Episodes, Based on a Webtoon",Unknown,Web,10,True,7,2013,2014,Unknown,"Studio LAN, Haoliners Animation League","Sweet and innocent orphan Man Tou, while optimistic and tough in his own way, often feels lonely deep inside. Without the care of parents, he longs for love more than anyone else. Being ridiculed and bullied by others as the parentless child, he longs for a genuine friendship that is yet to come. Though uncertain where his future lies, Man Tou has faith that keeps on working hard and never stops giving love will find him that place he can call home.",https://www.anime-planet.com/anime/mantou-riji,https://cdn.anime-planet.com/anime/primary/mantou-riji-1.jpg,10200.jpg
10202,Fight Tension Depart,Unknown,1.645,11,"Comedy, Short Episodes",Unknown,TV,11,True,7,2007,2007,Unknown,DLE,No synopsis yet - check back soon!,https://www.anime-planet.com/anime/fight-tension-depart,https://cdn.anime-planet.com/anime/primary/fight-tension-depart-1.jpg,10202.jpg
